datetime,O3
01-Aug-2014 00:00:00,0.0897984956554045
01-Aug-2014 00:01:00,0.0897984956554045
01-Aug-2014 00:02:00,0.089773525048775
01-Aug-2014 00:03:00,0.089773525048775
01-Aug-2014 00:04:00,0.0897865931828028
01-Aug-2014 00:05:00,0.0897984956554045
01-Aug-2014 00:06:00,0.0898372264485128
01-Aug-2014 00:07:00,0.0898542002489587
01-Aug-2014 00:08:00,0.0899003630100732
01-Aug-2014 00:09:00,0.0899003630100732
01-Aug-2014 00:10:00,0.0899194714141394
01-Aug-2014 00:11:00,0.0899445436340652
01-Aug-2014 00:12:00,0.0899779107704831
01-Aug-2014 00:13:00,0.0901637133936262
01-Aug-2014 00:14:00,0.0901637133936262
01-Aug-2014 00:15:00,0.0904171781162866
01-Aug-2014 00:16:00,0.0904171781162866
01-Aug-2014 00:17:00,0.0901637133936262
01-Aug-2014 00:18:00,0.0904171781162866
01-Aug-2014 00:19:00,0.0916246668260486
01-Aug-2014 00:20:00,0.0928543340915611
01-Aug-2014 00:21:00,0.0928543340915611
01-Aug-2014 00:22:00,0.0916246668260486
01-Aug-2014 00:23:00,0.0908637518242994
01-Aug-2014 00:24:00,0.0908637518242994
01-Aug-2014 00:25:00,0.0904171781162866
01-Aug-2014 00:26:00,0.0901637133936262
01-Aug-2014 00:27:00,0.0899779107704831
01-Aug-2014 00:28:00,0.0899003630100732
01-Aug-2014 00:29:00,0.0899003630100732
01-Aug-2014 00:30:00,0.0898734239721168
01-Aug-2014 00:31:00,0.0899003630100732
01-Aug-2014 00:32:00,0.0899445436340652
01-Aug-2014 00:33:00,0.0901637133936262
01-Aug-2014 00:34:00,0.0901637133936262
01-Aug-2014 00:35:00,0.0904171781162866
01-Aug-2014 00:36:00,0.0908637518242994
01-Aug-2014 00:37:00,0.0908637518242994
01-Aug-2014 00:38:00,0.0908637518242994
01-Aug-2014 00:39:00,0.0916246668260486
01-Aug-2014 00:40:00,0.0928543340915611
01-Aug-2014 00:41:00,0.0928543340915611
01-Aug-2014 00:42:00,0.0958355782332002
01-Aug-2014 00:43:00,0.0998771095131212
01-Aug-2014 00:44:00,0.103672437860119
01-Aug-2014 00:45:00,0.106166174920437
01-Aug-2014 00:46:00,0.10710481484901
01-Aug-2014 00:47:00,0.10763849140124
01-Aug-2014 00:48:00,0.107911204168778
01-Aug-2014 00:49:00,0.107911204168778
01-Aug-2014 00:50:00,0.107911204168778
01-Aug-2014 00:51:00,0.108025257808264
01-Aug-2014 00:52:00,0.108044922242345
01-Aug-2014 00:53:00,0.107935599669821
01-Aug-2014 00:54:00,0.107839491814931
01-Aug-2014 00:55:00,0.107597304925391
01-Aug-2014 00:56:00,0.107043207109188
01-Aug-2014 00:57:00,0.106541102472607
01-Aug-2014 00:58:00,0.105934296407556
01-Aug-2014 00:59:00,0.105203862886328
01-Aug-2014 01:00:00,0.104515677959501
01-Aug-2014 01:01:00,0.103721295663935
01-Aug-2014 01:02:00,0.102806379992339
01-Aug-2014 01:03:00,0.101755129322058
01-Aug-2014 01:04:00,0.101173035137255
01-Aug-2014 01:05:00,0.0998844214949814
01-Aug-2014 01:06:00,0.0991730417286492
01-Aug-2014 01:07:00,0.097603366229936
01-Aug-2014 01:08:00,0.0958199194244456
01-Aug-2014 01:09:00,0.0948410975072188
01-Aug-2014 01:10:00,0.0938004189544585
01-Aug-2014 01:11:00,0.0938004189544585
01-Aug-2014 01:12:00,0.092695004927312
01-Aug-2014 01:13:00,0.0915219665158855
01-Aug-2014 01:14:00,0.0915219665158855
01-Aug-2014 01:15:00,0.0889615193671632
01-Aug-2014 01:16:00,0.0875684532688212
01-Aug-2014 01:17:00,0.0860964945084533
01-Aug-2014 01:18:00,0.0860964945084533
01-Aug-2014 01:19:00,0.0860964945084533
01-Aug-2014 01:20:00,0.0860964945084533
01-Aug-2014 01:21:00,0.0845430139284547
01-Aug-2014 01:22:00,0.0829055114619875
